Date,ARM,IONQ,TSM,POET,AVGO,AMD,QUBT,AASI.MI,MWEQ.MI,QBTS,Liquidita,Liquidita Impegnata,Valore Titoli,NAV,Cash Flow,TWRR Giornaliero,TWRR Cumulativo
2025-10-30,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1433.97,1456.89,0.0,-0.0014,0.255
2025-10-31,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1429.06,1451.98,0.0,-0.0034,0.2507
2025-11-03,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1434.67,1457.59,0.0,0.0039,0.2556
2025-11-04,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1422.48,1445.4,0.0,-0.0084,0.2451
2025-11-05,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1424.06,1446.98,0.0,0.0011,0.2464
2025-11-06,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1403.52,1426.44,0.0,-0.0142,0.2287
2025-11-07,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1388.87,1411.79,0.0,-0.0103,0.2161
2025-11-10,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1413.91,1436.83,0.0,0.0177,0.2377
2025-11-11,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1418.46,1441.38,0.0,0.0032,0.2416
2025-11-12,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1422.6,1445.52,0.0,0.0029,0.2452
2025-11-13,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1406.5,1429.42,0.0,-0.0111,0.2313
2025-11-14,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1401.51,1424.43,0.0,-0.0035,0.227
2025-11-17,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1389.71,1412.63,0.0,-0.0083,0.2168
2025-11-18,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1372.16,1395.08,0.0,-0.0124,0.2017
2025-11-19,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1372.12,1395.04,0.0,-0.0,0.2017
2025-11-20,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1376.14,1399.06,0.0,0.0029,0.2052
2025-11-21,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1364.03,1386.95,0.0,-0.0087,0.1947
2025-11-24,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1382.22,1405.14,0.0,0.0131,0.2104
2025-11-25,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1383.97,1406.89,0.0,0.0012,0.2119
2025-11-26,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1398.0,1420.92,0.0,0.01,0.224
2025-11-27,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1397.5,1420.42,0.0,-0.0004,0.2236
2025-11-28,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1403.43,1426.35,0.0,0.0042,0.2287
2025-12-01,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1396.69,1419.61,0.0,-0.0047,0.2229
2025-12-02,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1393.96,1416.88,0.0,-0.0019,0.2205
2025-12-03,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1402.35,1425.27,0.0,0.0059,0.2277
